route_id|visit_date|seller_code|customer_code|visit_city|planned_visits|actual_visits|km_travelled|travel_expense|road_toll|trip_status|notes
RT-00934|2025-02-01|VDR0049|CLI0009|Cocody|4|5|139,9|111,51|13,86|COMPLETED|Client absent
RT-00935|2024-01-03|VDR0025|CLI0084|Bouaké|4|2|260,3|118,87|58,32|COMPLETED|Relance devis
RT-00936|2025/02/27|VDR0040|CLI0237|Grenoble|5|6|366.2|209.09|13.25|COMPLETED|Relance devis
RT-00937|2024-11-21|VDR0011|CLI0090|ABIDJAN|6|8|100.1|76.11|23.70|COMPLETED|Prospection
RT-00938|2024-03-18|VDR0022|CLI0142|Settat|4|4|411.6|318.19|54.57|COMPLETED|Client absent
RT-00939|2024-11-14| VDR0012 |CLI0141|Safi|8|6|376.1|279.42|64.53|COMPLETED|Client absent
RT-00940|15/04/2024|VDR0048|CLI0148|Yamoussoukro|8|7|202,6|170,43|55,05|COMPLETED|RAS
RT-00941|30/03/2024|VDR0038|cli0186|Paris|3|2|177,6|85,88|57,37|PARTIAL|Prospection
RT-00942|2024-01-11|VDR0058|CLI0113|Yamoussoukro|7|5|230,8|186,37|40,08|PARTIAL|Relance devis
RT-00943|2024-08-31|VDR0040|CLI0084|Bouaké|4|2|415.1|316.82|48.23|COMPLETED|Prospection
RT-00944|2024-03-25| VDR0014 |CLI0006|Saint-Étienne|2|3|184.8|155.76|24.73|COMPLETED|Prospection
RT-00945|2024-05-17|vdr0016|CLI0104|Ben Arous|5|7|231.9|190.16|9.88|COMPLETED|Relance devis
RT-00946|2024-05-29| vdr0004 |CLI0136|Mohammedia|4|5|93.4|63.43|60.61|CANCELLED|Prospection
RT-00947|2025-05-19| VDR0017 |CLI0195|Saint-Étienne|7|8|68.7|32.27|13.08|PARTIAL|Prospection
RT-00948|2024-07-14| VDR0060 |CLI0032|Abidjan|4|2|73.6|41.81|12.11|COMPLETED|Livraison en attente
RT-00949|2025-02-13|VDR0003|CLI0207|Rufisque|4|6|168.9|77.94|51.43|PARTIAL|Livraison en attente
RT-00950|2024-12-15|VDR0006|CLI0184|Grenoble|4|2|249,7|175,75|63,18|COMPLETED|Prospection
RT-00951|2025-03-17|VDR0018|CLI0057|Thiès|5|7|223.5|146.05|33.18|COMPLETED|RAS
RT-00952|2025-03-02|vdr0017|CLI0227|Tunis|8|10|390.6|179.37|5.73|COMPLETED|Relance devis
RT-00953|2024-03-22|VDR0002|CLI0055|Kénitra|3|3|221,1|110,22|46,87|COMPLETED|Prospection
RT-00954|11/11/2024|vdr0010|CLI0151|Lyon|2|2|303,1|192,12|36,62|COMPLETED|Relance devis
RT-00955|2025-04-30|VDR0028|CLI0164|Mahres|6|6|37.8|28.03|8.20|COMPLETED|Relance devis
RT-00956|05/12/2024|VDR0049|CLI0177|Mbour|6|5|282.6|168.72|43.13|PARTIAL|RAS
RT-00957|2025-06-23|VDR0028|CLI0040|Rufisque|3|1|114.4|71.47|33.15|COMPLETED|Livraison en attente
RT-00958|12/02/2025|VDR0036|CLI0083|Sfax|3|4|339,7|285,15|47,71|COMPLETED|Relance devis
RT-00959|2024-11-26|VDR0045|CLI0176|SAINT-ÉTIENNE|4|6|333.9|234.20|60.04|COMPLETED|Livraison en attente
RT-00960|2025-01-30|VDR0021|CLI0110|Grenoble|8|6|194.7|152.96|42.37|COMPLETED|Prospection
RT-00961|2025-03-22| VDR0040 |CLI0228|Safi|5|6|60.2|39.84|27.74|COMPLETED|RAS
RT-00962|2025-02-09|VDR0025|CLI0215|Marrakech|8|8|30.2|20.54|42.39|PARTIAL|Livraison en attente
RT-00963|2024-06-20|VDR0062|CLI0098|Abidjan|2|4|181.1|127.02|49.81|PARTIAL|Client absent
RT-00964|2024/11/03|VDR0001|CLI0019|Tunis|4|3|354,6|221,79|15,73|COMPLETED|RAS
RT-00965|2024-12-19|VDR0032|CLI0150|YAMOUSSOUKRO|5|3|77.5|53.94|28.43|COMPLETED|Client absent
RT-00966|2025-02-08|VDR0039|CLI0160|Guédiawaye|2|4|247.2|179.55|46.19|COMPLETED|RAS
RT-00967|2024/12/31|VDR0042|CLI0185|Tunis|8|7|373,9|251,57|55,96|COMPLETED|Livraison en attente
RT-00968|2025-01-14|VDR0051|cli0123|Rabat|4|4|274.7|205.85|0.16|COMPLETED|RAS
RT-00969|2025-05-31|VDR0009|CLI0117|La Marsa|4|2|210.7|107.72|44.04|COMPLETED|Livraison en attente
RT-00970|2024-07-01|VDR0032|CLI0133|Meknès|4|6|331.2|212.08|28.60|COMPLETED|Client absent
RT-00971|09/11/2024|VDR0029|CLI0197|Marrakech|5|6|189.9|93.19|55.89|PARTIAL|RAS
RT-00972|13/05/2025|VDR0052|cli0178|Saint-Étienne|8|6|112,6|66,24|23,40|COMPLETED|Relance devis
RT-00973|2024-08-22|VDR0037|CLI0158|Abidjan|3|1|404.2|314.25|42.85|COMPLETED|Prospection
RT-00974|2024-10-03|VDR0063|CLI0080|Bouaké|6|6|53.6|42.89|24.32|COMPLETED|Livraison en attente
RT-00975|2024-12-18|VDR0063|CLI0192|Casablanca|8|9|257.1|152.94|32.60|COMPLETED|Client absent
RT-00976|2025-02-24|VDR0022|CLI0062|Paris|7|7|101.4|63.64|19.54|CANCELLED|Livraison en attente
RT-00977|2025-05-15|VDR0032|CLI0075|Lyon|4|4|65,4|44,39|64,66|COMPLETED|Relance devis
RT-00978|2024-04-13|vdr0003|CLI0020|THIÈS|6|4|201,3|143,65|2,56|COMPLETED|Livraison en attente
RT-00979|2024-07-01|VDR0041|CLI0081|Sfax|5|4|290.4|143.44|51.88|COMPLETED|Client absent
RT-00980|2025-03-14| vdr0063 |CLI0062|Paris|7|7|164.0|119.93|38.63|COMPLETED|Prospection
RT-00981|2024-04-19|VDR0025|CLI0157|Sfax|4|3|18.0|8.44|30.43|COMPLETED|Relance devis
RT-00982|27/02/2025|VDR0057|CLI0197|Marrakech|2|2|347,2|228,48|1,45|PARTIAL|Prospection
RT-00983|2025-03-23|VDR0047|CLI0144|Tivaouane|5|3|344.6|225.87|63.33|COMPLETED|RAS
RT-00984|2024-05-24|VDR0065|CLI0222|Paris|5|6|324,3|267,74|6,74|COMPLETED|Client absent
RT-00985|2025-01-21|VDR0011|CLI0237|Grenoble|5|7|58,8|39,81|63,60|COMPLETED|Prospection
RT-00986|2025-01-21|vdr0048|CLI0180|Mahres|4|4|102.0|57.33|60.09|COMPLETED|Relance devis
RT-00987|2024-07-11|VDR0003|CLI0176|Saint-Étienne|2|1|151.9|101.93|42.12|COMPLETED|Prospection
RT-00988|2025/05/23|VDR0011|CLI0067|Sfax|3|2|169,7|78,26|4,84|COMPLETED|Client absent
RT-00989|2025-02-02|VDR0002|cli0051|Guédiawaye|5|6|15.7|12.84|30.47|COMPLETED|Relance devis
RT-00990|21/01/2025|VDR0019|CLI0190|Ben Arous|2|3|259,5|160,48|31,38|COMPLETED|Livraison en attente
RT-00991|2025-02-08|VDR0007|CLI0169|Sfax|6|7|136.4|105.79|14.45|COMPLETED|Prospection
RT-00992|21/04/2024|VDR0011|CLI0103|Ben Arous|7|6|30.0|20.81|1.33|COMPLETED|RAS
RT-00993|2024-08-22|VDR0039|cli0034|Settat|7|5|151,2|110,69|38,75|COMPLETED|Livraison en attente
RT-00994|2025-02-04|vdr0060|CLI0003|Settat|3|1|202,3|168,78|59,95|PARTIAL|Client absent
RT-00995|2024-06-27|VDR0015|cli0109|Essaouira|8|6|246,4|165,13|33,15|COMPLETED|Client absent
RT-00996|2025-05-30|VDR0039|CLI0050|La Marsa|6|4|291,4|131,63|23,54|PARTIAL|Prospection
RT-00997|05/05/2024|vdr0004|CLI0225|Daloa|2|2|81,0|37,98|52,51|COMPLETED|Relance devis
RT-00998|2024-01-13|VDR0029|CLI0087|Guédiawaye|8|10|342.3|216.17|32.03|PARTIAL|Prospection
RT-00999|2024-03-16|VDR0017|CLI0065|Tunis|7|8|383,6|173,36|6,06|COMPLETED|Prospection
RT-01000|2024-04-28|vdr0059|CLI0196|Essaouira|5|6|352.3|280.53|28.31|PARTIAL|Relance devis
